dauid,int_d,dwl_d,z_int_d,z_dwl_d,ale_index,ale_class
12150063,15.4,186,-0.52134711,-0.6039322,-1.1252793,1
12150064,21.799999,259.5,-0.21375573,-0.53886753,-0.75262326,1
12150065,22.700001,220.10001,-0.1705007,-0.57374573,-0.74424642,1
12150066,15.7,138.60001,-0.5069288,-0.64589226,-1.1528211,1
12150067,14.7,191.8,-0.55498993,-0.59879786,-1.1537877,1
12150068,4.1999998,104.7,-1.0596321,-0.67590171,-1.7355337,1
12150069,0,0.89999998,-1.2614889,-0.76778895,-2.0292778,1
12150070,0,1,-1.2614889,-0.76770043,-2.0291893,1
12150071,0.60000002,2.9000001,-1.2326522,-0.76601851,-1.9986707,1
12150072,0.30000001,6.4000001,-1.2470706,-0.76292014,-2.0099907,1
12150073,0,6.4000001,-1.2614889,-0.76292014,-2.0244091,1
12160017,0,0.60000002,-1.2614889,-0.76805454,-2.0295434,1
12160018,0.60000002,1.4,-1.2326522,-0.76734632,-1.9999986,1
12160019,0,2.7,-1.2614889,-0.76619554,-2.0276845,1
12160020,3.8,18.5,-1.0788565,-0.75220883,-1.8310653,1
12160021,0,1.6,-1.2614889,-0.7671693,-2.0286582,1
12160022,0,1.6,-1.2614889,-0.7671693,-2.0286582,1
12160023,0,4,-1.2614889,-0.76504475,-2.0265336,1
12160024,1,3.5,-1.2134278,-0.76548731,-1.9789151,1
12160025,1,2.7,-1.2134278,-0.76619554,-1.9796233,1
12160026,3.8,62.400002,-1.0788565,-0.71334708,-1.7922035,1
12160027,0,1.8,-1.2614889,-0.76699221,-2.0284812,1
12160028,0,1.5,-1.2614889,-0.76725781,-2.0287466,1
12160029,0,5.5999999,-1.2614889,-0.76362836,-2.0251172,1
12160030,0,8.3999996,-1.2614889,-0.7611497,-2.0226386,1
12160031,0,9.1000004,-1.2614889,-0.76053005,-2.0220189,1
12160032,1.3,50.599998,-1.1990094,-0.72379285,-1.9228022,1
12160033,0,7,-1.2614889,-0.762389,-2.0238779,1
12170140,8.3000002,79.099998,-0.86258131,-0.69856369,-1.5611449,1
12170141,0,8.3999996,-1.2614889,-0.7611497,-2.0226386,1
12170142,1,13,-1.2134278,-0.75707763,-1.9705054,1
12170143,29.5,332.20001,0.15631516,-0.47451103,-0.31819588,2
12170144,55.400002,671.20001,1.4010991,-0.17441681,1.2266823,2
12170145,36.900002,450.79999,0.51196772,-0.3695223,0.14244539,2
12170146,58.700001,693.79999,1.5597008,-0.15441053,1.4052904,2
12170147,51.299999,641.09998,1.2040483,-0.20106235,1.002986,2
12170148,46.200001,600.09998,0.95893645,-0.23735693,0.72157949,2
12170149,40.099998,564.40002,0.66576338,-0.26895976,0.39680362,2
12170150,19.9,395.39999,-0.30507192,-0.41856426,-0.72363621,2
12170151,29.200001,406.20001,0.14189681,-0.40900373,-0.26710692,2
12170152,26.9,355.29999,0.031356156,-0.45406213,-0.42270598,2
12170153,25,291.10001,-0.059960037,-0.51089412,-0.57085419,1
12170154,20.799999,230,-0.26181689,-0.56498194,-0.8267988,1
12170155,20.200001,252.3,-0.29065359,-0.54524118,-0.83589476,1
12170156,8,122.8,-0.87699968,-0.65987897,-1.5368786,1
12170157,11.2,166.10001,-0.72320396,-0.62154835,-1.3447523,1
12170158,5.4000001,181.10001,-1.0019586,-0.60826981,-1.6102285,1
12170159,2.5999999,108.3,-1.1365299,-0.67271483,-1.8092448,1
12170160,2.9000001,96.900002,-1.1221116,-0.68280649,-1.8049181,1
12170161,13.5,129.10001,-0.61266333,-0.654302,-1.2669653,1
12170162,10.9,122.4,-0.73762232,-0.66023308,-1.3978554,1
12170163,15.7,85.800003,-0.5069288,-0.69263262,-1.1995614,1
12170164,4.5,161.60001,-1.0452137,-0.62553191,-1.6707456,1
12170165,9,113.8,-0.82893848,-0.66784608,-1.4967846,1
12170166,14.1,154.5,-0.5838266,-0.63181704,-1.2156436,1
12170167,15.1,203.89999,-0.53576547,-0.58808649,-1.123852,1
12170168,37.200001,509.70001,0.52638602,-0.31738207,0.209004,2
12170169,49.700001,571.79999,1.1271505,-0.26240903,0.86474144,2
12170170,45.200001,497,0.91087526,-0.32862452,0.58225077,2
12170171,53.200001,574.90002,1.2953645,-0.2596648,1.0356997,2
12170172,34.299999,433.70001,0.3870087,-0.38465983,0.002348886,2
12170173,36.900002,408.5,0.51196772,-0.4069677,0.105,2
12170174,14.7,209.5,-0.55498993,-0.58312923,-1.1381191,1
12170175,32.099998,386.60001,0.28127417,-0.42635432,-0.14508016,2
12170176,0,4.3000002,-1.2614889,-0.76477915,-2.026268,1
12170177,0,2.2,-1.2614889,-0.76663816,-2.028127,1
12170178,0,5.3000002,-1.2614889,-0.7638939,-2.0253828,1
12170179,1.3,1.2,-1.1990094,-0.76752341,-1.9665328,1
12170180,0,4.0999999,-1.2614889,-0.76495618,-2.0264452,1
12170181,0.30000001,2.8,-1.2470706,-0.76610702,-2.0131776,1
12170182,14.1,85.099998,-0.5838266,-0.69325227,-1.2770789,1
12170183,18.299999,72.800003,-0.38196978,-0.70414066,-1.0861105,1
12170184,0,1.2,-1.2614889,-0.76752341,-2.0290122,1
12170185,0,0.69999999,-1.2614889,-0.76796597,-2.0294549,1
12170186,0,0.89999998,-1.2614889,-0.76778895,-2.0292778,1
12170187,0,0.80000001,-1.2614889,-0.76787746,-2.0293665,1
12170188,0.30000001,1.3,-1.2470706,-0.76743484,-2.0145054,1
12170189,0.60000002,6.3000002,-1.2326522,-0.76300871,-1.9956609,1
12170190,0.30000001,8.5,-1.2470706,-0.76106119,-2.0081317,1
12170191,0.30000001,39.799999,-1.2470706,-0.73335338,-1.9804239,1
12170192,15.7,67.699997,-0.5069288,-0.70865536,-1.2155842,1
12170193,6.0999999,43.700001,-0.96831584,-0.72990096,-1.6982168,1
12170194,4.1999998,37.200001,-1.0596321,-0.73565495,-1.795287,1
12170195,0,22,-1.2614889,-0.74911052,-2.0105994,1
12170196,5.8000002,78.800003,-0.9827342,-0.69882923,-1.6815635,1
12170197,0,40,-1.2614889,-0.73317629,-1.9946653,1
12170198,4.5,116,-1.0452137,-0.66589856,-1.7111123,1
12170199,17.299999,255.39999,-0.43003094,-0.54249698,-0.97252792,1
12170200,15.1,122.2,-0.53576547,-0.66041011,-1.1961756,1
12170201,16,217.8,-0.49251044,-0.57578176,-1.0682921,1
12170202,17,232.10001,-0.44444928,-0.56312293,-1.0075722,1
12170203,9,162.10001,-0.82893848,-0.62508929,-1.4540278,1
12170204,0.60000002,31.700001,-1.2326522,-0.74052376,-1.973176,1
12170205,11.5,162.3,-0.70878565,-0.62491226,-1.3336979,1
12170206,12.5,157.39999,-0.66072446,-0.62924987,-1.2899743,1
12170207,0,11.1,-1.2614889,-0.75875956,-2.0202484,1
12170208,0,6.6999998,-1.2614889,-0.7626546,-2.0241435,1
12170209,0,5.3000002,-1.2614889,-0.7638939,-2.0253828,1
12170210,16,215,-0.49251044,-0.57826042,-1.0707709,1
12170211,18.6,369.20001,-0.36755142,-0.44175738,-0.80930883,2
12170212,21.5,394.79999,-0.22817408,-0.4190954,-0.64726949,2
12170213,27.6,471.39999,0.064998962,-0.3512865,-0.28628755,2
12170214,29.799999,479.20001,0.1707335,-0.34438169,-0.17364818,2
12170215,26,423.20001,-0.011898884,-0.39395475,-0.40585366,2
12170216,32.700001,455.39999,0.31011084,-0.36545023,-0.055339389,2
12170217,40.099998,564.5,0.66576338,-0.26887125,0.39689216,2
12170218,47.799999,584.90002,1.0358343,-0.25081247,0.78502178,2
12170219,58,578.90002,1.5260581,-0.25612387,1.2699342,2
12170220,71.099998,886.79999,2.1556592,0.016439566,2.1720986,3
12170221,70.800003,815,2.1412408,-0.04712021,2.0941207,2
12170222,76,986.09998,2.3911588,0.10434327,2.495502,3
12170223,86.5,1011.8,2.8958011,0.12709378,3.0228949,3
12170224,76.900002,972.5,2.4344139,0.092304096,2.5267179,3
12170225,70.5,879.29999,2.1268225,0.009800314,2.1366229,3
12170226,61.200001,822.40002,1.6798538,-0.040569481,1.6392843,2
12170227,45.200001,610.59998,0.91087526,-0.22806197,0.68281329,2
12170228,35.299999,471.79999,0.43506986,-0.35093242,0.08413744,2
12170229,46.799999,533.90002,0.98777312,-0.29595938,0.69181371,2
12170230,54.5,673.79999,1.357844,-0.17211521,1.1857288,2
12170231,66.699997,748.79999,1.9441901,-0.10572268,1.8384675,2
12170232,70.5,804.09998,2.1268225,-0.056769259,2.0700533,2
12170233,76,870.59998,2.3911588,0.002098781,2.3932576,3
12170234,53.799999,568.40002,1.3242012,-0.26541883,1.0587823,2
12170235,30.1,353.60001,0.18515185,-0.45556703,-0.27041519,2
12170236,20.5,218.2,-0.27623522,-0.57542765,-0.85166293,1
12170237,23.4,260.79999,-0.13685788,-0.53771669,-0.67457461,1
12170238,39.400002,351.39999,0.63212061,-0.45751455,0.17460604,2
12170239,45.5,355.60001,0.92529362,-0.45379657,0.47149706,2
12170240,49,387.20001,1.0935076,-0.42582318,0.6676845,2
12170241,47.099998,374.29999,1.0021914,-0.43724269,0.5649488,2
12170242,35.599998,305.20001,0.44948819,-0.49841234,-0.048924141,2
12170243,4.5,71.699997,-1.0452137,-0.70511442,-1.7503281,1
12170244,39.700001,339,0.64653891,-0.46849144,0.17804749,2
12170245,30.799999,262.89999,0.21879466,-0.53585774,-0.31706306,1
12170246,31.1,264.60001,0.23321301,-0.53435284,-0.30113983,1
12170247,23.4,215.10001,-0.13685788,-0.57817191,-0.71502978,1
12170248,0,10.2,-1.2614889,-0.75955629,-2.0210452,1
12170249,0,21.5,-1.2614889,-0.74955314,-2.0110421,1
12170250,0.60000002,9.3000002,-1.2326522,-0.76035297,-1.9930052,1
12170251,4.1999998,50.400002,-1.0596321,-0.72396988,-1.7836019,1
12170252,1.9,57.599998,-1.1701727,-0.71759617,-1.8877689,1
12170253,32.700001,341.10001,0.31011084,-0.46663246,-0.1565216,2
12170254,35.599998,317.60001,0.44948819,-0.48743543,-0.037947241,2
12170255,48.400002,441.10001,1.0646709,-0.3781091,0.68656188,2
12170256,34,277.60001,0.37259036,-0.52284479,-0.15025444,1
12170257,61.200001,597,1.6798538,-0.24010116,1.4397526,2
12170258,59.599998,565.5,1.6029559,-0.267986,1.3349699,2
12170259,44.5,483,0.87723249,-0.34101778,0.53621471,2
12170260,49,528,1.0935076,-0.30118227,0.79232538,2
12170261,33,352.39999,0.3245292,-0.45662931,-0.13210012,2
12170262,15.1,200.3,-0.53576547,-0.59127337,-1.1270388,1
12170263,34.599998,416.60001,0.40142703,-0.39979732,0.001629736,2
12170264,61.900002,585.29999,1.7134966,-0.25045839,1.4630382,2
12170265,52.200001,515.5,1.2473034,-0.31224769,0.93505567,2
12170266,41,366.79999,0.70901841,-0.44388196,0.26513648,2
12170267,8.6999998,143,-0.84335685,-0.64199722,-1.4853541,1
12170268,0.60000002,56.900002,-1.2326522,-0.71821588,-1.9508681,1
12170269,1,16.5,-1.2134278,-0.75397933,-1.9674071,1
12170270,8.3000002,95.900002,-0.86258131,-0.68369174,-1.5462731,1
12170271,17.299999,127.2,-0.43003094,-0.65598392,-1.0860149,1
12170272,6.0999999,108.1,-0.96831584,-0.67289191,-1.6412078,1
12170273,7.0999999,113.1,-0.92025471,-0.66846573,-1.5887204,1
12170274,0,7.5999999,-1.2614889,-0.76185787,-2.0233469,1
12170275,0,5,-1.2614889,-0.7641595,-2.0256484,1
12170276,0.60000002,11.7,-1.2326522,-0.75822842,-1.9908806,1
12170277,15.7,301,-0.5069288,-0.50213033,-1.0090591,1
12170278,29.799999,482.60001,0.1707335,-0.34137189,-0.17063838,2
12170279,56.099998,836.40002,1.4347419,-0.028176211,1.4065657,3
12170280,42.599998,664.79999,0.78591627,-0.18008231,0.60583395,2
12170281,57.700001,841,1.5116397,-0.024104135,1.4875356,3
12170282,24.700001,524.79999,-0.074378386,-0.30401501,-0.37839341,2
12170283,50.299999,772.59998,1.1559871,-0.084654123,1.0713331,2
12170284,10.6,314.39999,-0.75204068,-0.4902682,-1.2423089,2
12170285,0,6.3000002,-1.2614889,-0.76300871,-2.0244975,1
12170286,11.9,358.29999,-0.68956119,-0.45140642,-1.1409676,2
12170287,1.9,32.299999,-1.1701727,-0.73999262,-1.9101653,1
12170288,16,169.89999,-0.49251044,-0.61818445,-1.1106949,1
12170289,23.1,238,-0.15127623,-0.55790007,-0.7091763,1
12170290,2.2,33.299999,-1.1557543,-0.73910737,-1.8948617,1
12170291,26,296,-0.011898884,-0.50655651,-0.51845539,1
12170292,38.5,446.20001,0.58886552,-0.3735944,0.21527116,2
12170293,39.400002,428.10001,0.63212061,-0.38961712,0.24250346,2
12170294,36.5,402.60001,0.49274325,-0.41219059,0.08055266,2
12170295,31.4,340.79999,0.24763136,-0.46689802,-0.21926667,2
12170296,35.299999,394.79999,0.43506986,-0.4190954,0.015974451,2
12170297,23.4,296.60001,-0.13685788,-0.50602537,-0.64288324,1
12170298,11.2,141.3,-0.72320396,-0.64350212,-1.3667061,1
12170299,4.8000002,91.599998,-1.0307953,-0.68749827,-1.7182937,1
12170300,5.8000002,68.599998,-0.9827342,-0.70785862,-1.6905929,1
12170301,4.8000002,82.599998,-1.0307953,-0.69546539,-1.7262607,1
12170302,0,23.6,-1.2614889,-0.74769413,-2.0091829,1
12170303,4.1999998,76.900002,-1.0596321,-0.70051122,-1.7601433,1
12170304,2.9000001,82.900002,-1.1221116,-0.69519979,-1.8173113,1
12170305,9.3000002,90.900002,-0.81452018,-0.68811792,-1.5026381,1
12170306,9.6000004,160.7,-0.80010182,-0.62632859,-1.4264305,1
12170307,22.799999,245.2,-0.16569458,-0.55152637,-0.71722096,1
12170308,28.200001,317.10001,0.093835659,-0.48787805,-0.3940424,2
12170309,18.9,229.89999,-0.35313308,-0.56507045,-0.91820353,1
12170310,7.6999998,129.8,-0.89141804,-0.65368235,-1.5451003,1
12170311,1,32.5,-1.2134278,-0.73981559,-1.9532433,1
12170312,0,8.3999996,-1.2614889,-0.7611497,-2.0226386,1
12170313,0.30000001,7.0999999,-1.2470706,-0.76230049,-2.009371,1
12170314,1,10.7,-1.2134278,-0.75911367,-1.9725415,1
12170315,1.3,4.4000001,-1.1990094,-0.76469064,-1.9637001,1
12170316,1.9,37.5,-1.1701727,-0.73538941,-1.9055622,1
12170317,0,32.200001,-1.2614889,-0.74008113,-2.00157,1
12170318,12.5,224.7,-0.66072446,-0.56967366,-1.2303982,1
12170319,25,393.70001,-0.059960037,-0.42006916,-0.4800292,2
12170320,39.099998,543.20001,0.61770225,-0.28772673,0.32997552,2
12170321,41,563.40002,0.70901841,-0.26984501,0.43917343,2
12170322,42.599998,530.70001,0.78591627,-0.29879215,0.48712415,2
12170323,31.700001,406.39999,0.2620497,-0.40882668,-0.14677699,2
12170324,41.700001,515.70001,0.74266124,-0.31207064,0.4305906,2
12170325,43.900002,459.5,0.84839576,-0.36182079,0.48657501,2
12170326,46.5,509.29999,0.97335476,-0.31773615,0.65561861,2
12170327,36.900002,359.39999,0.51196772,-0.45043269,0.061535027,2
12170328,26,226.3,-0.011898884,-0.56825727,-0.58015615,1
12170329,9,113.7,-0.82893848,-0.6679346,-1.4968731,1
12170330,0.60000002,1.5,-1.2326522,-0.76725781,-1.99991,1
12170331,0.30000001,11.1,-1.2470706,-0.75875956,-2.00583,1
12170332,16.700001,129.8,-0.45886761,-0.65368235,-1.1125499,1
12170333,16.299999,183.3,-0.47809207,-0.60632235,-1.0844144,1
12170334,21.799999,186.3,-0.21375573,-0.6036666,-0.81742233,1
12170335,20.5,168.5,-0.27623522,-0.61942381,-0.89565903,1
12170336,0,6,-1.2614889,-0.76327425,-2.0247631,1
12170337,0,7.5999999,-1.2614889,-0.76185787,-2.0233469,1
12170338,0,2.0999999,-1.2614889,-0.76672667,-2.0282156,1
12170339,0,1.7,-1.2614889,-0.76708078,-2.0285697,1
12170340,0,3.2,-1.2614889,-0.76575291,-2.0272417,1
12170341,0,1.5,-1.2614889,-0.76725781,-2.0287466,1
12170342,1,20.5,-1.2134278,-0.75043839,-1.9638661,1
12170343,0.60000002,11.2,-1.2326522,-0.75867105,-1.9913232,1
12170344,1,21.299999,-1.2134278,-0.74973017,-1.9631579,1
12170345,0,2.3,-1.2614889,-0.76654965,-2.0280385,1
12170346,0,8.8999996,-1.2614889,-0.76070708,-2.0221961,1
12170347,4.5,56.200001,-1.0452137,-0.71883553,-1.7640493,1
12170348,2.5999999,42,-1.1365299,-0.73140585,-1.8679358,1
12170349,0,12.9,-1.2614889,-0.75716615,-2.0186551,1
12170350,2.5999999,56.299999,-1.1365299,-0.71874702,-1.8552769,1
12180020,0,1,-1.2614889,-0.76770043,-2.0291893,1
12180021,0,0.40000001,-1.2614889,-0.76823157,-2.0297205,1
12180022,0,3.5,-1.2614889,-0.76548731,-2.0269763,1
12180023,0,2.2,-1.2614889,-0.76663816,-2.028127,1
12180024,2.5999999,9.6000004,-1.1365299,-0.76008743,-1.8966173,1
12180025,0,0.30000001,-1.2614889,-0.76832008,-2.029809,1
12180026,0,3,-1.2614889,-0.76592994,-2.0274189,1
12180027,0,1.1,-1.2614889,-0.76761192,-2.0291009,1
12180028,0,0.60000002,-1.2614889,-0.76805454,-2.0295434,1
12180029,15.1,117,-0.53576547,-0.66501331,-1.2007788,1
12180030,13.1,112,-0.63188779,-0.66943949,-1.3013272,1
12180031,0,1.2,-1.2614889,-0.76752341,-2.0290122,1
12180032,0,1.4,-1.2614889,-0.76734632,-2.0288353,1
12180033,4.8000002,25.299999,-1.0307953,-0.74618924,-1.7769846,1
12180034,4.1999998,11.2,-1.0596321,-0.75867105,-1.8183031,1
12180035,0,0.60000002,-1.2614889,-0.76805454,-2.0295434,1
13010010,0,5.1999998,-1.2614889,-0.76398242,-2.0254714,1
13010011,5.0999999,32.200001,-1.016377,-0.74008113,-1.7564582,1
13010012,5.8000002,47.900002,-0.9827342,-0.72618294,-1.7089171,1
13010013,2.9000001,57.299999,-1.1221116,-0.71786177,-1.8399733,1
13010014,11.2,184.7,-0.72320396,-0.60508299,-1.328287,1
13010015,10.3,198.10001,-0.76645899,-0.59322089,-1.3596799,1
13010016,12.2,264.5,-0.67514282,-0.53444135,-1.2095841,1
13010017,12.5,253.3,-0.66072446,-0.54435599,-1.2050804,1
13010018,11.5,256.20001,-0.70878565,-0.54178882,-1.2505745,1
13010019,17.299999,380.79999,-0.43003094,-0.43148866,-0.86151958,2
13010020,16.299999,347,-0.47809207,-0.46140957,-0.93950164,2
13010021,24,324,-0.10802119,-0.48176995,-0.58979112,2
13010022,25.299999,312.39999,-0.045541693,-0.49203867,-0.53758037,2
13010023,11.5,137.60001,-0.70878565,-0.64677751,-1.3555632,1
13010024,18.299999,205.3,-0.38196978,-0.58684719,-0.96881694,1
13010025,14.7,228.39999,-0.55498993,-0.56639826,-1.1213882,1
13010026,13.1,233.39999,-0.63188779,-0.56197214,-1.1938599,1
13010027,11.2,254.8,-0.72320396,-0.54302812,-1.2662321,1
13010028,15.7,475,-0.5069288,-0.34809965,-0.85502845,2
13010029,24,547,-0.10802119,-0.28436282,-0.39238402,2
13010030,30.5,610.59998,0.20437631,-0.22806197,-0.023685662,2
13010031,22.1,516.79999,-0.19933739,-0.31109691,-0.51043427,2
13010032,28.200001,495.70001,0.093835659,-0.32977533,-0.23593967,2
13010033,34,508.5,0.37259036,-0.31844434,0.054146018,2
13010034,28.799999,426.29999,0.12267235,-0.39121056,-0.26853821,2
13010035,22.1,284.29999,-0.19933739,-0.51691371,-0.71625113,1
13010036,24,492.39999,-0.10802119,-0.33269659,-0.44071779,2
13010037,3.5,71.699997,-1.0932748,-0.70511442,-1.7983893,1
13010038,35.900002,439.5,0.46390656,-0.37952545,0.084381089,2
13010039,50.299999,969.70001,1.1559871,0.089825436,1.2458127,3
13010040,67.300003,1094.1,1.9730268,0.1999485,2.1729753,3
13010041,64.699997,1243.9,1.8480678,0.33255652,2.1806242,3
13010042,73.400002,1307.5,2.2661998,0.38885736,2.6550572,3
13010043,71.5,1305.7,2.1748836,0.38726395,2.5621476,3
13010044,65.099998,1311.8,1.8672923,0.39266387,2.2599561,3
13010045,51.299999,1201.9,1.2040483,0.29537669,1.4994251,3
13010046,52.200001,1238.8,1.2473034,0.32804182,1.5753452,3
13010047,38.5,1044.6,0.58886552,0.15612943,0.744995,3
13010048,40.400002,1098.4,0.68018174,0.20375501,0.88393676,3
13010050,34.299999,966.20001,0.3870087,0.08672712,0.47373581,3
13010051,48.099998,1167.6,1.0502527,0.26501319,1.3152658,3
13010052,51.900002,1254.7,1.232885,0.34211704,1.5750021,3
13010053,59.900002,1255.6,1.6173743,0.34291375,1.960288,3
13010054,50,1161.9,1.1415688,0.25996736,1.4015362,3
13010055,0.30000001,27.5,-1.2470706,-0.74424171,-1.9913123,1
13010056,8,67.699997,-0.87699968,-0.70865536,-1.585655,1
13010057,0,22.5,-1.2614889,-0.7486679,-2.0101569,1
13010059,0.30000001,14.6,-1.2470706,-0.75566125,-2.0027318,1
13010060,12.8,239.3,-0.6463061,-0.55674922,-1.2030554,1
13010063,18.6,235.2,-0.36755142,-0.56037867,-0.92793012,1
13010064,6.0999999,170,-0.96831584,-0.61809593,-1.5864118,1
13010065,10.9,251.5,-0.73762232,-0.5459494,-1.2835717,1
13010066,31.700001,385.20001,0.2620497,-0.42759365,-0.16554394,2
13010067,38.5,523.40002,0.58886552,-0.30525434,0.28361121,2
13010068,42.299999,627.5,0.77149791,-0.21310152,0.5583964,2
13010069,52.200001,712.29999,1.2473034,-0.1380337,1.1092696,2
13010070,48.700001,690.29999,1.0790893,-0.15750885,0.92158049,2
13010071,47.099998,676.20001,1.0021914,-0.16999064,0.83220083,2
13010072,39.700001,605.70001,0.64653891,-0.23239961,0.4141393,2
13010073,28.799999,491.20001,0.12267235,-0.33375889,-0.21108653,2
13010074,35.599998,555.29999,0.44948819,-0.27701539,0.1724728,2
13010075,40.400002,631.29999,0.68018174,-0.20973764,0.47044411,2
13010076,49,701.29999,1.0935076,-0.14777128,0.94573641,2
13010077,54.200001,755.5,1.3434256,-0.099791616,1.2436341,2
13010078,48.700001,597.40002,1.0790893,-0.23974706,0.83934224,2
13010079,44.200001,540.20001,0.86281413,-0.29038242,0.57243168,2
13010080,19.200001,339.79999,-0.33871475,-0.46778324,-0.80649799,2
13010081,43.299999,528,0.8195591,-0.30118227,0.51837683,2
13010082,42.299999,492.79999,0.77149791,-0.33234251,0.43915543,2
13010083,31.700001,466.70001,0.2620497,-0.35544711,-0.093397409,2
13010084,25.6,307.79999,-0.031123346,-0.49611074,-0.52723408,2
13010085,13.1,221.10001,-0.63188779,-0.57286048,-1.2047483,1
13010087,27.9,333.5,0.079417311,-0.47336024,-0.39394292,2
13010088,23.700001,294,-0.12243954,-0.50832695,-0.63076651,1
13010089,17.299999,227.3,-0.43003094,-0.56737202,-0.99740297,1
13010090,2.2,48.799999,-1.1557543,-0.72538626,-1.8811406,1
13010091,20.5,366.20001,-0.27623522,-0.4444131,-0.72064835,2
13010092,10.9,187,-0.73762232,-0.60304695,-1.3406693,1
13010093,12.5,150.5,-0.66072446,-0.63535798,-1.2960825,1
13010094,6.0999999,97.300003,-0.96831584,-0.68245244,-1.6507683,1
13010095,9,56.599998,-0.82893848,-0.71848142,-1.5474199,1
13010096,1.3,18.700001,-1.1990094,-0.7520318,-1.9510412,1
13010097,12.5,100.7,-0.66072446,-0.67944264,-1.340167,1
13010098,0,3.8,-1.2614889,-0.76522177,-2.0267107,1
13010099,0.30000001,11.3,-1.2470706,-0.75858253,-2.0056531,1
13010103,6.0999999,40,-0.96831584,-0.73317629,-1.7014922,1
13010104,14.4,216.10001,-0.5694083,-0.57728666,-1.1466949,1
13010105,16,247.2,-0.49251044,-0.54975587,-1.0422664,1
13010106,16.299999,229.2,-0.47809207,-0.5656901,-1.0437822,1
13010107,26.299999,575.09998,0.002519462,-0.25948778,-0.25696832,2
13010108,37.799999,740.79999,0.55522275,-0.11280455,0.44241819,2
13010109,44.599998,811.59998,0.88203859,-0.050130006,0.83190858,2
13010110,43.900002,847.5,0.84839576,-0.018350117,0.83004564,3
13010111,54.5,908.79999,1.357844,0.035914708,1.3937588,3
13010112,55.799999,929,1.4203235,0.053796429,1.4741199,3
13010113,59.599998,926.90002,1.6029559,0.051937439,1.6548934,3
13010114,49.400002,843.09998,1.1127322,-0.022245144,1.090487,3
13010115,48.099998,870.09998,1.0502527,0.001656165,1.0519089,3
13010116,28.5,536.40002,0.108254,-0.29374632,-0.18549231,2
13010117,18.299999,363.39999,-0.38196978,-0.44689175,-0.82886153,2
13010118,29.799999,582.90002,0.1707335,-0.25258294,-0.081849448,2
13010119,33,543,0.3245292,-0.28790379,0.036625426,2
13010120,52.200001,734.40002,1.2473034,-0.11847004,1.1288333,2
13010121,60.900002,875.20001,1.6654354,0.006170856,1.6716063,3
13010122,54.200001,719.20001,1.3434256,-0.1319256,1.2115,2
13010123,62.200001,792.40002,1.7279149,-0.06712649,1.6607884,2
13010124,68.599998,998.5,2.0355062,0.11532017,2.1508265,3
13010125,32.400002,390.20001,0.2956925,-0.42316747,-0.12747498,2
13010126,0,28.4,-1.2614889,-0.74344504,-2.0049338,1
13010127,3.8,28.1,-1.0788565,-0.74371058,-1.8225671,1
13010128,15.4,228.7,-0.52134711,-0.56613272,-1.0874798,1
13010129,26.6,367.5,0.016937809,-0.44326228,-0.42632449,2
13010130,10.6,205.39999,-0.75204068,-0.58675867,-1.3387994,1
13010133,19.200001,323.29999,-0.33871475,-0.4823896,-0.82110435,2
13010134,10.6,206,-0.75204068,-0.58622754,-1.3382682,1
13010135,15.4,261.20001,-0.52134711,-0.53736264,-1.0587097,1
13010136,18.299999,304.89999,-0.38196978,-0.49867791,-0.88064766,2
13010137,24,304.39999,-0.10802119,-0.49912053,-0.60714173,2
13010138,1.6,41.599998,-1.1845911,-0.73175997,-1.916351,1
13010139,0,39.900002,-1.2614889,-0.73326486,-1.9947537,1
13010140,13.8,296.79999,-0.59824497,-0.50584829,-1.1040933,1
13010141,0.60000002,21.700001,-1.2326522,-0.74937612,-1.9820282,1
13010143,1.9,22.1,-1.1701727,-0.74902201,-1.9191947,1
13010144,0,18.299999,-1.2614889,-0.75238585,-2.0138748,1
13010146,55.099998,716.90002,1.3866807,-0.13396163,1.252719,2
13010147,52.900002,1045,1.2809461,0.15648353,1.4374297,3
13010148,29.5,838.40002,0.15631516,-0.026405742,0.12990941,3
13010149,30.1,552.5,0.18515185,-0.27949405,-0.094342202,2
13010150,18.299999,417.10001,-0.38196978,-0.3993547,-0.78132445,2
13010151,15.7,399.70001,-0.5069288,-0.41475776,-0.92168653,2
13010152,11.5,144.60001,-0.70878565,-0.64058089,-1.3493665,1
13010153,22.4,385.29999,-0.18491904,-0.42750514,-0.61242414,2
13010154,0,12.9,-1.2614889,-0.75716615,-2.0186551,1
13010155,0.60000002,0.40000001,-1.2326522,-0.76823157,-2.0008838,1
13010156,3.5,33,-1.0932748,-0.73937297,-1.8326478,1
13010157,0.60000002,1.8,-1.2326522,-0.76699221,-1.9996444,1
13010158,0,4.8000002,-1.2614889,-0.76433653,-2.0258255,1
13010159,0.30000001,7.5,-1.2470706,-0.76194638,-2.009017,1
13010160,0,5.8000002,-1.2614889,-0.76345128,-2.0249403,1
13010161,0,3.8,-1.2614889,-0.76522177,-2.0267107,1
13010162,1.3,46.200001,-1.1990094,-0.72768784,-1.9266973,1
13010163,0,2.0999999,-1.2614889,-0.76672667,-2.0282156,1
13010164,0,1.3,-1.2614889,-0.76743484,-2.0289237,1
13010165,0.30000001,3.4000001,-1.2470706,-0.76557589,-2.0126464,1
13020051,0.30000001,0.1,-1.2470706,-0.76849711,-2.0155678,1
13020052,0,0.5,-1.2614889,-0.76814306,-2.0296319,1
